ID	Class	Text
2691	nrps	C E A A E A A C E C C E A A E E A C E A A C A E A A E E C A A A A C E C C C
2692	nrps	A E A C C E E E
2693	nrps	C C E C E E E A C C A E A C A A E
2694	nrps	E C C C A C E A C E E C E E C C A E E C E A A A A E C E E A A C C A C C
2695	nrps	A A C C C A E C C A E C A E C E A A C C C C E C C E C A E A A E
2696	nrps	A E A C C E C C E C C E C C C E E A E C C E A C E A C A A A
2697	nrps	E A E C A E C C A A C A E
2698	nrps	E C E A C E E A C E A A A E A E E A C C E E A E E C A A E A A A A A
2699	nrps	E E A A C C A E C C A A C A E A A E C E A A C E
2700	nrps	E C A A C A A A E A E C A C A C A A E E E A C A C E E C A A C C C
2701	nrps	A E C A E C E A C C A C C E A E E E C A
2702	nrps	E E C E C C E E E C C A C A C A E E E A C C E C A C
2703	nrps	C A E A E A A C E C C C E E A C E C C E E E A E E A C E A E A E
2704	nrps	E C C A E A E A A A E E E A E C C A E A C E A
2705	nrps	E E C E E A A E A C E E C E E C A E E E E A A A E C A A A A E A E A A C A C C C
2706	nrps	A E A C A C A C C E A
2707	nrps	E E E E A C E E C E C E C C E A C A C E A E C C
2708	nrps	E E A A C A A A C E A E E E E E C C A C E C A C A C A E E C A E C C C C
2709	nrps	E A C E E A C A A E A E E A E C E C C E E E A A A A A C C C C C C A C A
2710	nrps	A E C C C C C C E C E E C C A A
2711	nrps	E E A C A E E C E A C E C A A A
2712	nrps	C E A A E A A E A C C A A A E A E A E A A E E E A A A A C A E
2713	nrps	C E E A E E E E E C E C C C C A C A C A E
2714	nrps	C E A A E C A A A E A A A C A A E E
2715	nrps	A C C A A C A E E A C E C A A C
2716	nrps	C A E E E A C E C E C E C
2717	nrps	A C C C A C A A A A C E C C A C C C E A A
2718	nrps	A E E C A A C A E E A
2719	nrps	E C E C A E
2720	nrps	E A E A E C C C E C E A A C E A A A C E C C E E E E
2721	nrps	E E E E
2722	nrps	E C E E A E E E E C E A C E
2723	nrps	A A C C A A A A A A E E E C A E E C C C A C C A C E A A C
2724	nrps	E C A A E C C E E C C E A E C E A E C C E C A A
2725	nrps	E C E C E E A C A E E E E E E A E A E A A E A
2726	nrps	E A C A A E A C C C A A C C A E C C E C E
2727	nrps	C A C A C A E A C C E C E E E
2728	nrps	E A C A A C C C E A A E E A E A A E E
2729	nrps	C E E C C A E E A A C E C A A A C A C A C C C C A C A A E A A C A A E
2730	nrps	A C C E C E C C A C E C E E C E A C A A A A E A C E E C E A A A A
2731	nrps	C C C E E E C A A A E C C E C E E E A C A A E C E C C C
2732	nrps	C C A E A E C A C A E C A A E C C E E E C A A A E C C C C
2733	nrps	A E A A C A A C E A E A E A A C C E A E C E C A C A E A C A A E E E A C
2734	nrps	A C C A C A C E E C C E E E C E A A E E E A C A C C C
2735	nrps	C A A E C A E E A C C E C A E A E A E E E A A C C C
2736	nrps	C A E A A E C E A C C C A A A E C C
2737	nrps	E E A E A E C A C E C C C A C C A A C C A A A C E E
2738	nrps	A C E C C C E E E A A C A E E E E C
2739	nrps	C A C E C A C E C C E C A C A
2740	nrps	E C C E C A A C C C A A A E C
2741	nrps	A A A C E
2742	nrps	E A E A A A E A E A E A C C
2743	nrps	E E E C E
2744	nrps	A E C A C C A E A C A C C
2745	nrps	A E A C E C A A
2746	nrps	E A E C A A A E C C A A C A E E C C C
2747	nrps	A A C E E E A A
2748	nrps	A A C A C C C E A C A A A A E A
2749	nrps	E C C E C E C C C C A C C A E A A E E C C C A C A E A E A A A E C C E E C C E E
2750	nrps	A E E C A A A C E E A E E A A E A E E A C C C C C A A A C C C A A C C
2751	nrps	E A A C C E A C A E C E
2752	nrps	A C C A E C E E E A A A A
2753	nrps	C E A C A E E A E A E A E E C E A C E C E A C A A E A E C C C
2754	nrps	A E C A E C A C C C A A E E E E A C E E A E C A A
2755	nrps	C E C C C
2756	nrps	C E E C E C C A A A E C E C E E E C E A E C A C E E E E C C E A C
2757	nrps	C E E C C C C E C C C E E C C E C
2758	nrps	A E C A E A E E C E C E C A
2759	nrps	E C E C A C E
2760	nrps	C A E C E C A E E
2761	nrps	E A A E E E A C A C A A C A C E A E C E E C A E E E C A E E A A E C A A C E E
2762	nrps	C C E C A E A E C A E E A E A C E C E A A C A E A A C C C C E A C C C C E
2763	nrps	E C E A E C A
2764	nrps	C C C A E C A C A E E E E A E C E A E E C C C E C C A E C A C C E A
2765	nrps	C A A E E A C A A C E E E C E E C A E A A E A E E E
2766	nrps	E A C E A E E C C E C A E A A A E A A E A C A C E E A E E A E
2767	nrps	E A A C C
2768	nrps	E C E A A C A E C A C E C C E E E A C E C E A A A C A E C C E E A A C A A C E A
2769	nrps	A C C A E E E C E C E C A E C C E E
2770	nrps	C A C E A A A A A C C C C C
2771	nrps	A A E C C E C E A C E A A E E C C A E C A C E A C A A A A A C A C A A C A
2772	nrps	C C E C C E A C C E A E C E A C C C E A E E A A E C A A A E E A E
2773	nrps	A C C E C C A
2774	nrps	C C E A C C C
2775	nrps	C A A A C A A A E A A C E C E A E C E E C A A A
2776	nrps	E C A C E C C C C E A A A A
2777	nrps	C A C E A E A A C
2778	nrps	C C E E C C A C A C A A A A C C E C E E A A E A A A E C C C C C A
2779	nrps	C E C A A C C A E E E A E E C E E A E C E
2780	nrps	C E C C E E A C C E C
2781	nrps	A A C A E A A A A E A
2782	nrps	C C E A E E
2783	nrps	E C C E C C C E C A E C A A C E C
2784	nrps	E A A E E E C A E E C A E C A C A A C A A E A E C E A E E C E C E A C A C A
2785	nrps	E C C E E E A E C A E C E E
2786	nrps	E E A A C E E C C A A E E E C E C A C E C E E A A C A
2787	nrps	A A C E A E C A C A A A E A A
2788	nrps	A C A A A E A A E C C A A C C C A A A E C
2789	nrps	E E C A E A A
2790	nrps	E A A A E A A E E C A C A E E A E A A A C A A C A E C E E
2791	nrps	C A E E E C E C C C E C E C A E C E E A E E A C A A C
2792	nrps	E C C A A C A C C E C E A A A C A E E A C E C A A E E C A C A E E C A C
2793	nrps	A C A E A E E E A C E A A C E E C A A E A C A C A A E E E
2794	nrps	E E E E A A C A C E A A E
2795	nrps	E C C C C A A C C A E E A A E A A
2796	nrps	C C C C E A E E A A A E E C A A E A C E A E C A
2797	nrps	C A C C C E C E C C C A A C A A A C E A C A E C C C
2798	nrps	C E E C A E C E E E E
2799	nrps	C C E A E C C A E A E A C C E A
2800	nrps	A C E A E A A A E A E C A A A C A C A E C C
2801	nrps	C A A E C A A A E C A C C E E E C A C E E A A E
2802	nrps	A A C E A A A E C A E C C E C A E C E A E E C A C E C A E E A C C E C C
2803	nrps	C E A A A C C A A A E E A E A A A C C C A C A C A C C C E E A C C C E E E
2804	nrps	A E C A A C E C E C C A C C C E C A E C C C A C C
2805	nrps	E A E C C C C C C E A C E C C E A A E E C A C C C C A E
2806	nrps	C A C E C A E E E E C A A E C E E C E C A E E
2807	nrps	C A C C C A E E E C C C A A C A C E A C C E E E C E E C
2808	nrps	A E E E C A C A C A A C E A C E A C E A C E E A C C
2809	nrps	C C C C A C A C C E C A E C C E A C E A A E C A E A E E C
2810	nrps	C E C C A E C A C C C C
2811	nrps	C C C E E C E C C A C E A A
2812	nrps	A E C A C C C E A A C C C C C C C E A E C C E E
2813	nrps	E A A E E C A C E E C C A A A C C
2814	nrps	E A E C C C A A A C A C C E C A A C A
2815	nrps	A C E A E E A E E C C A C C A E A E C C E A C A A E A E A
2816	nrps	C E C C C E E E C
2817	nrps	E A E A A E A E A C A E A C
2818	nrps	A E A E C C E C C E E E E E A E A A C E C E C E A E A E E C C A A
2819	nrps	E C A C E E E A E E E A E A E
2820	nrps	C A C C A C A A A A C E C E A E A E C E C E C C C C C A E A C A E C C C E C
2821	nrps	E E E C E A C A C A A C A A A A C E A A E E A E A C C A A E C A A E E E E E A
2822	nrps	E E E C A A A A E C C C
2823	nrps	E A E E A E A A C C
2824	nrps	A A A E A A C C E E A E E E A A C E E A A C
2825	nrps	A A E C C C C E A C
2826	nrps	A E A A A E C E E C C A C C E E A E E E A E C E C C A E A A E E A
2827	nrps	E A A E E C E E C C A E E A E C C E E C E C C C A E C E E C
2828	nrps	E E C A C E A A C C A C A C C C C A A E E A C A C
2829	nrps	E E E A E C A E C E E A A C C E C C C C E A A C A A A E C A C E A C
2830	nrps	C C C A C E A A E C C A E E A C A E C C C C A E C A C A E A E E
2831	nrps	E A C E E C A A E A A E A E C E C C A E C C E A C A A A A A E A A C C C E
2832	nrps	E C C A C A C C E A C E A C A E E A C C E C E A A
2833	nrps	C E C A E E A E E A E C A A C C A A E C E E C E A C A E C C A A
2834	nrps	E A A A C A A E E A E A E A A C E C C A A A E A A
2835	nrps	C C C A A E C E E E E C E A A C
2836	nrps	E C A C A C C E A A E A E E E A A C C E A E A A C E A C C A E A E C A A A E C C
2837	nrps	A E E A A C E C E A C E E E A A E E A E A A C
2838	nrps	A E E C E A A E E E
2839	nrps	C C E A
2840	nrps	E A A C A E A C C C A E
2841	nrps	C C A C E E A C A E C A E E A A A E E A E C C A C C C
2842	nrps	C A A A E C E A C C E A A E E C C E A A A A A A A E A C E E E A A A E E A E C
2843	nrps	C E E A A E A A C A A C A A C E A A A C E A E C A C A E E C E E A E E E E C A
2844	nrps	C A C C A A C A A C
2845	nrps	C C C A C C E E A E A C A A C C A C C C E A E C
2846	nrps	A C E C A C E E A C A A A A C E E A E E E A E A C A C E E A E C E C A A C C E
2847	nrps	E E C A C C A E E A A E E E C C A C A C E C C A C C C C E C A E C A A A A E C
2848	nrps	E C E C E E C A E C
2849	nrps	E A A C E C C A E A C A A A A A E E E E C A A E E C E A E E A E C C C E
2850	nrps	C E E E C E A C E A C A C C C E A C E A A E A E C A E C C C A A A
2851	nrps	A C A C C A E A E A A C A A C E C E C C C C C A A E C E C E C A
2852	nrps	C C E A A E C E C E A E A E C E C A E E C C A C
2853	nrps	C E A C E A C A C A A E E E A E A C C A C E A E E E A E E C C E E C A A A A
2854	nrps	E A A A E E E C E C E E A C E E A E C C A A E E E E C E E A E A C C A C A A E
2855	nrps	E A A E C E A E C E A E E C C A E A E C A E E C A C C E A E E A C C E
2856	nrps	E E E C C A C A A E C A C
2857	nrps	C E A A A A E E A E E E C A E A E A C E E E C A A C C C C C A E E E C C
2858	nrps	A C E A A A C A E E A A A E C E C C E C C C A A A C E E C A C E A A C C C
2859	nrps	E C C E A
2860	nrps	E E A C A C E C E E
2861	nrps	E E A C E C C A A E A C C C E A A A E C C A E C E E A E A
2862	nrps	E A C A E C A
2863	nrps	A A A C C A E A A E C A A E A E C A C E E E E C A C C C C E
2864	nrps	E C A C A A A A E E C E C C A E E E A A A E C E
2865	nrps	A C E A C C C C E E C A C C E A C C A A C E A A A A E A E C C C E E C E
2866	nrps	A A C E E A A C A
2867	nrps	A A E A C A A C E A C C E A C E C C C C A C C E C E A C C C C E C A C A A
2868	nrps	C E A C A E A E A E E A E E E E A A E C E A C C E C E A A C A E E E A A E E C E
2869	nrps	A C A C A C A E E A A A E A C E A E C C A A E C
2870	nrps	A E A A
2871	nrps	C E E A E E A A A C A E C C A A E E E C E
2872	nrps	C A C E A A E A C E C E A A A C E A A E A C E E A C A C A A A E E
2873	nrps	C A A A E
2874	nrps	E A E C C E A A A E A C C C A C A C C A C E
2875	nrps	E E A A A A E E A A A C A C E E A A C C E E C E E
2876	nrps	A A C E A E A E C E C E C C A C C A E E E C C A E A E
2877	nrps	E E A A E A A A C A A
2878	nrps	C A C E A C C C E A E E E C A A A C E A E E E A E A C E C C C C A
2879	nrps	A E E A A A C C C E C C A C C A C A
2880	nrps	E E A E E C A A E A A A C C E E C C E E C E C C E C A A E C A A A A A A E C C
2881	nrps	E C A C A C
2882	nrps	E A E A
2883	nrps	E C A A A C E E C A A E E A A E E E C
2884	nrps	E A A E C E A C E C C E C E C E C E
2885	nrps	C E A A C E E E A A C E C A
2886	nrps	A E C A C C C A C E E E C E E A C E C C A A E C C C E C A E E C A E
2887	nrps	A E C A E E C A A A A E A A A C E A C A C C C A E C A C C A A E A C A E C A
2888	nrps	A A E A E E E C C A A A C E E E E
2889	nrps	A E E E A A E E A C C A E A C E A A E C A C E E A A
2890	nrps	E C E A A A E C E E E A A E E C E E C E E A C E
2891	nrps	C C C C C C A C C C E C A A A C C E A
2892	nrps	A A C A C C E A C E E C E C E A E C C E E A A E
2893	nrps	C E E E E A E C A E C C E C A E A C E C E A E E E C E A E E A A A C A C A E A C
2894	nrps	A E C C C A C C C A A A E A A A C E A E C E E A A E E E A C E E A A A E
2895	nrps	E A C C E
2896	nrps	E C E E A A C C A C A A A A C E C E
2897	nrps	A C E C A
2898	nrps	A C A E A E
2899	nrps	A C A C C E A C A C E A C A
2900	nrps	E E E C A E
2901	nrps	C A E E E C E A E C C E E A E A C A C E C A E C C C C A
2902	nrps	C C E E A E E C A E C E A E
2903	nrps	A C A E A E E A A C C A E E E C A E C C E C A A E C C E C A A C C E C C
2904	nrps	A A A C A E C E C A E A C E C A C A E C A
2905	nrps	E A C A C A C C A E E A C A E
2906	nrps	C C C A A A C E
2907	nrps	E C A E
2908	nrps	C C E E C A E A A E E A C A C E A C A A A A E A E E C E E A C C E E A C E C E
2909	nrps	A A C C A E E C E C E E C A C E E
2910	nrps	A C A E C E C E A C A C A A A E
2911	nrps	A A A E C C A E C E
2912	nrps	E A C E E E A C A A E E A E C A A E C E C E C A C E E E C A E C A C C E
2913	nrps	E E E E E E
2914	nrps	E E C A A E C E E E C A C A
2915	nrps	C A E A A A A C A A C E A C C C A A E C E
2916	nrps	C E A A C A C A E A A E E C C E C E
2917	nrps	E E E C E C C A A C C E A E C C C E C C A A C A A C E E C A A E A E A C C C
2918	nrps	A E E A C
2919	nrps	C C A A C A E
2920	nrps	E A C A C C C C E C E E C A A A C A E A C C A E C A
2921	nrps	A E E E E C C C A A E E E E C C C A A E E E A C A E C E C C A A C C C E
2922	nrps	A C E C A C A C E C E E E C C A A C A C A C A E A E C
2923	nrps	C C A A C C C C A A C C C A E C C A C A C
2924	nrps	E C E C A A C C E A E A A C E
2925	nrps	A C C E C E A E A C C C C E A C A C A A E A C C C A
2926	nrps	E E C A C E C A C
2927	nrps	C A E A A E C A C E A C
2928	nrps	A C C C C A A E A A A E C C
2929	nrps	A A A E A E C C
2930	nrps	A E E A A A C E E C C E A E A C A E C E A C E C E E C A E C A E E A C E C A
2931	nrps	E A E E E A C A A E C A E C E C C E A C E E C C A A
2932	nrps	E C E C E A C C C E C C C C C A A E A A C E E A E A E A A C C C E E E C
2933	nrps	E E E E E E E A E C E E A A C C E C C A E A C A E E C E A E A A C A E E E C C
2934	nrps	E A E A C C E A C A A
2935	nrps	A E E E E A E C E C C C A A A E E E E C C A
2936	nrps	E E C C E
2937	nrps	E E C A C C A
2938	nrps	C C E E C A A A E C E C A A E E A C C C E C E E C A A E
2939	nrps	A A E A
2940	nrps	C A E E E E C C A E E A E E E A E A A E C A E C
2941	nrps	E A E C C E E A E A E A C A E E E E E C C E C
2942	nrps	A A E E E E A E C E A
2943	nrps	E C E E C A E E A A C A C E C A A A A C E E E C E A E
2944	nrps	E C C A C A C E E E C C A C
2945	nrps	C E E C E E A A A C
2946	nrps	C A C A E A E E E E A E A C E C C A E E A E C A C E A E E C A E
2947	nrps	E C C A E A C E A E C A E E E E C A
2948	nrps	A E E C C A A E E
2949	nrps	C A C A C A A A A A C C A A C E E A C A A E E C
2950	nrps	A C E C A A E
2951	nrps	C C C E A A C E E E A E C E C C E C A E E E C A A C E
2952	nrps	E E E E C E E C A A E E C C E A E E C A C A C A C A C A A E E E A A E A E E
2953	nrps	C A C E A C E A C C A C A E A E E
2954	nrps	E A C A A C A A E C C E A A E E E E A E A C A A
2955	nrps	E C C C E E C A A E C
2956	nrps	E E C A E C A E A E A C C C A A E A C
2957	nrps	C C E A C A E A A C E C C A C E C A A A C A E C E C E C E A C C C E C A E E
2958	nrps	C E A E C C A C A A A C E E A C A E A C C E C A E C C A E A
2959	nrps	E E E C C A A C A C
2960	nrps	E A C E A A E
2961	nrps	E C A C A A A C C C C A E C C C C C C A C C E C E E A A A A
2962	nrps	E C A C C C C A C C A C E
2963	nrps	A E E A A C E A E E E E E E E C
2964	nrps	A C E C
2965	nrps	E E A C C A E A E E E C C C E C A C A C A C A C E A E C C E A
2966	nrps	E C C A C C
2967	nrps	E C A A C A E C A E C E C A
2968	nrps	A C A A E A E C E E A C E A E A A E A A E C C
2969	nrps	C A C C E E E A
2970	nrps	E E C E A A E C E E E E E E E C C C E C C A A E C C A C A E A A C C C A A A C C
2971	nrps	E E A E A E C A C A E E C E C C E E A A C E C E C C A A A C E E E C C E A E A E
2972	nrps	C E A A E C C C C A A E E E C A C C A A E E C A
2973	nrps	E A E C E A A A
2974	nrps	A E C E E C A A A E A E E A E C E E E A E E C C A A C A E C C E A C
2975	nrps	E C C C A C E C E E C C C E E E C E A A E A A C E A E A C
2976	nrps	A A A E E E A C E E A E C A E A C C E A E C E A C C E
2977	nrps	C C C A C E A A A E C E A A E E A E C E C C C A A C C
2978	nrps	C E C C C A A E A C C E C E C E E C A C E E A E C C A E C
2979	nrps	A C A C C C E A A C C
2980	nrps	C E A A A A C E A C A C C E C A A C C A E A E E C E C E
2981	nrps	E C C C E
2982	nrps	C C C A A E C A C C E C C A A E C E E E E A E C C A E A C E C A A
2983	nrps	E E E A C C C A E E E E C A C A C C E A E E C E E C
2984	nrps	C C C E A E C A A C E C A C C C A A C
2985	nrps	E E E E C A A E C E A E E E A E A A E A E C E A C E A C A C E E A E E
2986	nrps	E C A E C E A
2987	nrps	A E E E C E A A C A E C C E E E A A A C E A A E E E A A E C E C
2988	nrps	E A C C C E C C C E A A A E
2989	nrps	A E C C A E E E A A E A E C C C C A A E A E E C C E C A A A C A
2990	nrps	A E A C
2991	nrps	C C C C A C E A C A E E A C C A E A E C E C E C E
2992	nrps	E C A C A A C C E C A A C E E C A A A A A E C A E A E
2993	nrps	E E E C E C A E A A C A E A C A A C E A E
2994	nrps	E C E A E A E A A E
2995	nrps	A A C C C A E E A C C C A C C E E E E A C A E A C C
2996	nrps	C C C C A C A A E A C A E A C C A A E E A E C E C A A A A E C A E E C A E
2997	nrps	A C A C A
2998	nrps	E E C A C A A A E C C E A E A A A C E C E A E E A A C E C E A E A C E C C
2999	nrps	A E E A A E
3000	nrps	E C A E C E E E A E E A C A A A
3001	nrps	E C A E E E C C E E A A C E A A E C A A E C E E E E
3002	nrps	C A A A E A C C E E A E E E A E C A C E E E E A A C E E E C A C
3003	nrps	A A E A E A C E A A C C A C C A E E A A C A C A E A A
3004	nrps	C C C C C E C C C A A A C E A C E E A E E A C C E C A E A C A E E C E C E E C
3005	nrps	E A E C E C E A A C
3006	nrps	C A E A A A A E E A E C C A A A A A A C E C C E E
3007	nrps	A E A A A E C C C E C A C C A E C
3008	nrps	E E E A A A E E
3009	nrps	A A E A E A E
3010	nrps	C A E A A A C A E E C E
3011	nrps	E A A E C A A E E C C C A E C A C E E E
3012	nrps	C E E C A E E C A E
3013	nrps	E C A C C E E C C A E A E A C E
3014	nrps	A A C E E C E A A E C A C C C E C A A A
3015	nrps	A C E C C A E E A C E E C C A A C C A C C
3016	nrps	C C E E E E E A C E C
3017	nrps	A C E E A A E C C A A A A C A E C C C C E A E A A C E E
3018	nrps	E C C E C C
3019	nrps	A C C C C A C C C A A E A A E A C E C C C E E A E C E E C
3020	nrps	A C E A E A A C C A C A E A E C A E C
3021	nrps	C C E A E E E C
3022	nrps	A A E E E C C A C C A E C A E E E E C C E E E C A A C A E A E A
3023	nrps	C A A C E E A E A E C A A A A A A E E C C C A A E A E C A C E E A A
3024	nrps	C A E E
3025	nrps	C E A E C E A C C C C A
3026	nrps	A C C C A C E A E A E A C E E C E A C C C C C A E C C A C E E E E A A
3027	nrps	E C A A E C A C E A A E E E C C
3028	nrps	E E E A A A E C E E C E C A C E C
3029	nrps	A C E C C C C C C C A E C E A
3030	nrps	E C A E A E E C A A E
3031	nrps	E A C E A E E A A C A C E A C E A C A E E E A C A E E
3032	nrps	C E C A C A C E C C E A C A A C C A E A C E E E E A A C E A C
3033	nrps	C A A E C E E E E E C C C E E E A A A A E E A C A A C C C E E C E E C A E E A A
3034	nrps	A E E C E A A A A C E C E C C E E E A A A A E C C C E A
3035	nrps	E E A C C C A E C E A A C C C C E E E A A C A C A C C C E E A E C
3036	nrps	E A A E A C C A E A C A
3037	nrps	C A C A E E E A E C C E A C A C
3038	nrps	E A E E A C E A E E C E A A C C A C E C C A C A A C A C A E C C C E C E A
3039	nrps	A C E A A A E A A A E C C A A C E A C C C E C A A A E E E A A C C C A C E C E
3040	nrps	A C C A
3041	nrps	E A C E A C E A E A C C C C E A C C C C E A E C A E E E E A C C
3042	nrps	C A E A E C A A A E E C A A A C A A A E C E C E E A
3043	nrps	A C A E E E E E A C A A E C C E A C E A E E C C C E A C
3044	nrps	A E C E C C A E A C E E A A E C C C A A C A E A E E E C E E C A A E A
3045	nrps	A C A A E A
3046	nrps	A A E C A C E A C E C C
3047	nrps	A A A A C C A E E C
3048	nrps	C A A C C A E A C A A E A A A C C E A A A A E A A C A E E E A E E C
3049	nrps	E C E A A C E E C A C E A A E
3050	nrps	E E A A C C E E E C A C C E E C A A C C A E E C A C
3051	nrps	A C E C E E C E C E C C A C C A E C C A E A E E C C E C E E E C E A
3052	nrps	E E A A E C A A A E C C E A C E A A A A A E E C C E E E E E A C C E E E E
3053	nrps	C A A A E E C C E C C A E C A C E A A A
3054	nrps	A E E E A C A E C E C C E C C A A A C A C E E C A E
3055	nrps	E C A E E E C C C E C A E C A E A A E
3056	nrps	C A A A E A A E A E E C C A E A E C A E A C C E A E E A C A A
3057	nrps	A C E E C
3058	nrps	A A E C E A E E A C C C A A E E
3059	nrps	A E E A C C E E A E A C C C A A A C E E C A A E C A C C E A
3060	nrps	A E C A E E E C E E C A E E E C C C A E E A A C E A A C C E A C E C
3061	nrps	C E C E A A C C C C E C
3062	nrps	A E A C E C C E E C A A E E E C A A E E E E E E C E E C A A E C E
3063	nrps	E E E A E E A A C A E A C E A E C C A E E A C E A C C A A C C C E E A E C A E
3064	nrps	A E A A C A A A A E C C A E A C C
3065	nrps	C C A A C C A A A A A A A C A A A E E
3066	nrps	E C E E C A A A A E C A C C E C A E C C E C E C C E E E C C
3067	nrps	C A E C E E A E E A
3068	nrps	E E C E A C A E E A C E A A A A C A E E E C C A A E
3069	nrps	E E C E C E A C
3070	nrps	A C E A E C A C A E E A E E A A A E C C
3071	nrps	E C A E E A C E A E C E C C C C C C C E A C A A C A E C A A E A
3072	nrps	C C E E E C A C A A
3073	nrps	E C A A C A C
3074	nrps	C A A E E E E C A A E
3075	nrps	A A E A E A C A A E E E C E C A E A C
3076	nrps	A A A E E E A A C A E A E C E A A A
3077	nrps	E E C A E A A A C C C C C C E A C E C
3078	nrps	C A A E A E A A A A C C
3079	nrps	E A A C E E C C C E E C A E E C C C E A C A A E A C A A C C
3080	nrps	E C A A E A A E E E C C C C E A C E A A E E C E E C
3081	nrps	C C C A E E C C A E A C A A C A E A A E C A C C A C C E C A A C E C E
3082	nrps	E E A A E C A C E A E
3083	nrps	E C C E C E C E E E E E E A A E C E A A E A A E C A A A E C A A A A E A C A C
3084	nrps	C E C C E
3085	nrps	A C C C A E A C E A E C C E A E E E E E E C C
3086	nrps	C A C C C C C A A C A A C C A E C C A E E E
3087	nrps	A C A E E A C E C E E A A E E E E E C E C E
3088	nrps	E E A C C A E A
3089	nrps	A A E A C C E C E E E E
3090	nrps	A E E A C E E C A A C C A C E A E C
3091	nrps	E E C E C C C E E C A E A A C E C E C E E A E C C E C C C E E C C C A C E E C E
3092	nrps	E C A A C A C C A C E C E E A A C C C E E A C C A A A C C A E C C A C C A A A
3093	nrps	A E E A C E E E A C A C A A A A A C E E C C C E E A C C C
3094	nrps	A E C A E A A E C E E A E A E
3095	nrps	C E C E C C A C E A C E E C C E E E A A C A C E C A A C C E E E E A
3096	nrps	A A A A A C A C A E C A A A A C C E C A A C
3097	nrps	E E C C C E A E A E E A A A A E E E C A E C
3098	nrps	A E E A A A C C C C
3099	nrps	E C A E C C E A E A A E A A A
3100	nrps	E A C A A E E E E A C C A A A A C E C E A A C C C E E A C A C E A A E E
3101	nrps	E C C A A E C A C C C E E A C C A
3102	nrps	C A C E C C E A C C E A E E E E C C E E C C C E A E E A
3103	nrps	C C C A A A A E C C A E C E E A
3104	nrps	A C C C A C C C A A E C A A E E A C C A A E C A E A C A E C E A E E A E E C C
3105	nrps	C E E A C E A
3106	nrps	C C A A E E A A C A E E E C A C E C E A E C C E A A
3107	nrps	E A E C E E C A A C A E A A A C E C A E
3108	nrps	A E A E A C E A A C A C C A A A C E C A E C A A
3109	nrps	A C A E C A E A A A C A A C
3110	nrps	A E E C C E E C C E E A C C E E C E
3111	nrps	E E C A
3112	nrps	E C C A E A E E E C A A A A A E A E C A C A A A C C E C E A E
3113	nrps	E C C E C E E C A C A C C C A E C A
3114	nrps	E C C A A E A E A A A C A A A A E A A A E A A C A E E E C C A A C C A C C A A
3115	nrps	E E E E C A C E E A A C C A E E E
3116	nrps	A C C A A E C E A E A C E C A E E E A A A E A C C A A
3117	nrps	E A E E E C E A E
3118	nrps	A E C A C C C E C A E E E C A E E A A E C C A C E E A C E A C A A C E
3119	nrps	A C A C E E E E C A A C E A C C E A C E E A A C E A C E A A
3120	nrps	A E A E E A C A E E A E E A E C E A E E C C C C C A C C A A C A E C A
3121	nrps	C C C A A E A
3122	nrps	C E C C E E E E C C C C E E C A A E
3123	nrps	E A C E C A A A E E E E E A E A E C E A C E C E E A E A A
3124	nrps	E A C E A A
3125	nrps	A E C C A C A C A A E C A C C A E
3126	nrps	A C A E A C A A C E C A A A A E E C E A C C C E E C A E A A C C
3127	nrps	A C A A C E C C E C A C C E C C E A A E C C A E A A A E E A E C C E C C C
3128	nrps	C C A A C E A C C C C E E E C C C E C C E C A E
3129	nrps	C C A C A E E E E C A E E E C
3130	nrps	A A A A C C E C C A C E
3131	nrps	E C C C A C E E E C E E E A E A C E E C A A E A E C C A C A C A C E A A E A
3132	nrps	A C E E E C E C C C A C E E C A E C A C E A E A A
3133	nrps	A A A A A A A C A C A A C
3134	nrps	C C A E C E E A E C E C C C A C E E E C C A E E E A E A C C A A C E
3135	nrps	C E C A A E E E
3136	nrps	A E A C C E E C A E A E A C A A E A E C C E C E A C C A C C A C E E A E E
3137	nrps	A A C A C A E E E A A E E E C A C C C A E A E E A C E E
3138	nrps	C E C E A E
3139	nrps	E C A C A E A A E E E E C
3140	nrps	A C A E A A A A E A A E E C C E C C A A A E C E A
3141	nrps	C C C E E A C C A C A C C C C E A E E C E E A C A C C E A A A E E A C
3142	nrps	E A E E C A C A C A E E A C A E C A C C C C A E C A C E E C C
3143	nrps	E E E C A A E C E E A E C C A E C E C A C
3144	nrps	C E C C C A C C C A A A C C C A C E E C C E A A A E E A E C C A C C C
3145	nrps	E A A C C A E C A
3146	nrps	E A C C C A C A C E A A C C C
3147	nrps	A C C C E C A A E C C A C C E A E
3148	nrps	E C C C C E C E E C A A E A C E A C E A C E C A A C A C E
3149	nrps	E C A A E E E E A A A C E E C A A E E E C E A C A E C E A E C A E E C C C C
3150	nrps	A E C E A E A C C A C A E E C C A A
3151	nrps	E C C E A E E C E E C
3152	nrps	A E A E E E E E C A E A E E C A E A A A A E E C E
3153	nrps	A C C E E C
3154	nrps	E E C E C A A A A C C E E E E E C A E
3155	nrps	C E A E A A E A A A C E E C
3156	nrps	E E E C A A A E C A A A C C E C C E E E A E C C A E C A
3157	nrps	E C E E C C E A C E E A E E A C E A A A C C C E A C C C E A E E A E C C A A C C
3158	nrps	A E E A A
3159	nrps	E C C A C C C C C A C A A A C E C E A C C C E A A C E E C A E C E A E E E E
